dataset,protocol,model,seed,subject_id,threshold,n_trials,single_class,mcc,kappa,balanced_accuracy,pr_auc,roc_auc,macro_f1,sensitivity,specificity,ece,accuracy
ds007406,epochwise,deepconvnet,2,sub-004,0.5256599037051201,6,0,-0.7071067811865476,-0.6666666666666667,0.16666666666666666,0.41111111111111115,0.11111111111111112,0.14285714285714285,0.3333333333333333,0.0,0.24679795516033964,0.16666666666666666
ds007406,epochwise,deepconvnet,2,sub-005,0.5256599037051201,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.7,0.5555555555555556,0.625,1.0,0.3333333333333333,0.2437660703506379,0.6666666666666666
ds007406,epochwise,deepconvnet,2,sub-006,0.7050547433694204,6,0,0.0,0.0,0.5,0.4777777777777778,0.33333333333333337,0.3333333333333333,0.0,1.0,0.4325673254413738,0.5
ds007406,epochwise,deepconvnet,2,sub-007,0.5256599037051201,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,1.0,1.0,0.625,1.0,0.3333333333333333,0.31615671681033236,0.6666666666666666
ds007406,epochwise,deepconvnet,2,sub-008,0.7050547433694204,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.38333333333333336,0.0,0.25,0.0,0.6666666666666666,0.4303584407601092,0.3333333333333333
ds007406,epochwise,deepconvnet,2,sub-009,0.5256599037051201,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.6666666666666667,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08905208686159717,0.3333333333333333
ds007406,epochwise,deepconvnet,2,sub-010,0.5256599037051201,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.6333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.24414398355616462,0.3333333333333333
ds007406,epochwise,deepconvnet,3,sub-001,0.5022427565058072,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.4777777777777778,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18211419870042134,0.3333333333333333
ds007406,epochwise,deepconvnet,3,sub-002,0.4905757198731105,6,0,-0.7071067811865476,-0.6666666666666667,0.16666666666666666,0.6333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0,0.3579732160601351,0.16666666666666666
ds007406,epochwise,deepconvnet,3,sub-003,0.5022427565058072,6,0,0.0,0.0,0.5,0.7,0.5555555555555556,0.4857142857142857,0.6666666666666666,0.3333333333333333,0.018467075791623894,0.5
ds007406,epochwise,deepconvnet,3,sub-004,0.5022427565058072,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.6666666666666667,0.4444444444444444,0.625,0.3333333333333333,1.0,0.14171093023485604,0.6666666666666666
ds007406,epochwise,deepconvnet,3,sub-005,0.5022427565058072,6,0,-0.3333333333333333,-0.33333333333333326,0.3333333333333333,0.5,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.20227169008932022,0.3333333333333333
ds007406,epochwise,deepconvnet,3,sub-006,0.5022427565058072,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.6388888888888888,0.6666666666666667,0.25,0.0,0.6666666666666666,0.1870457241932551,0.3333333333333333
ds007406,epochwise,deepconvnet,3,sub-007,0.5022427565058072,6,0,-0.7071067811865476,-0.6666666666666667,0.16666666666666666,0.41111111111111115,0.11111111111111112,0.14285714285714285,0.0,0.3333333333333333,0.3664720725268126,0.16666666666666666
ds007406,epochwise,deepconvnet,3,sub-008,0.5022427565058072,6,0,-0.7071067811865476,-0.6666666666666667,0.16666666666666666,0.4777777777777778,0.33333333333333337,0.14285714285714285,0.0,0.3333333333333333,0.3727449937413136,0.16666666666666666
ds007406,epochwise,deepconvnet,3,sub-009,0.5022427565058072,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.8666666666666667,0.7777777777777778,0.625,0.3333333333333333,1.0,0.12607107361157732,0.6666666666666666
ds007406,epochwise,deepconvnet,3,sub-010,0.5022427565058072,6,0,-0.7071067811865476,-0.6666666666666667,0.16666666666666666,0.38333333333333336,0.0,0.14285714285714285,0.0,0.3333333333333333,0.3719038318428728,0.16666666666666666
ds007406,epochwise,deepconvnet,4,sub-001,0.7181448637445768,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.4666666666666667,0.22222222222222224,0.25,0.0,0.6666666666666666,0.4112810211877028,0.3333333333333333
ds007406,epochwise,deepconvnet,4,sub-002,0.7181448637445768,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.4444444444444445,0.22222222222222224,0.25,0.0,0.6666666666666666,0.19633765481412407,0.3333333333333333
ds007406,epochwise,deepconvnet,4,sub-003,0.5162250153223674,6,0,0.0,0.0,0.5,0.7555555555555555,0.6666666666666667,0.4857142857142857,0.3333333333333333,0.6666666666666666,0.040343563093079474,0.5
ds007406,epochwise,deepconvnet,4,sub-004,0.7181448637445768,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,1.0,1.0,0.625,0.3333333333333333,1.0,0.3976208041111628,0.6666666666666666
ds007406,epochwise,deepconvnet,4,sub-005,0.5162250153223674,6,0,0.0,0.0,0.5,0.8333333333333333,0.6666666666666666,0.4857142857142857,0.6666666666666666,0.3333333333333333,0.0218582612772783,0.5
ds007406,epochwise,deepconvnet,4,sub-006,0.7181448637445768,6,0,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09748730626371169,0.6666666666666666
ds007406,epochwise,deepconvnet,4,sub-007,0.7181448637445768,6,0,0.0,0.0,0.5,0.5333333333333333,0.4444444444444445,0.3333333333333333,0.0,1.0,0.3409346396051761,0.5
ds007406,epochwise,deepconvnet,4,sub-008,0.5162250153223674,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.41111111111111115,0.11111111111111112,0.25,0.0,0.6666666666666666,0.22666720598936077,0.3333333333333333
ds007406,epochwise,deepconvnet,4,sub-009,0.7181448637445768,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.9166666666666665,0.888888888888889,0.625,0.3333333333333333,1.0,0.33222172334790234,0.6666666666666666
ds007406,epochwise,deepconvnet,4,sub-010,0.7181448637445768,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.38333333333333336,0.0,0.25,0.0,0.6666666666666666,0.4148606091737747,0.3333333333333333
ds007406,epochwise,eegnet,0,sub-001,0.5363963650862376,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.5888888888888889,0.5555555555555556,0.25,0.0,0.6666666666666666,0.14518894013017414,0.3333333333333333
ds007406,epochwise,eegnet,0,sub-002,0.4996370147864024,6,0,0.0,0.0,0.5,0.7,0.5555555555555556,0.4857142857142857,0.6666666666666666,0.3333333333333333,0.00727797821164137,0.5
ds007406,epochwise,eegnet,0,sub-003,0.5363963650862376,6,0,0.0,0.0,0.5,0.7222222222222222,0.5555555555555556,0.3333333333333333,0.0,1.0,0.01678862240579393,0.5
ds007406,epochwise,eegnet,0,sub-004,0.5363963650862376,6,0,0.0,0.0,0.5,0.5333333333333333,0.4444444444444445,0.3333333333333333,0.0,1.0,0.014747604851921392,0.5
ds007406,epochwise,eegnet,0,sub-005,0.4996370147864024,6,0,0.4472135954999579,0.33333333333333337,0.6666666666666666,0.5333333333333333,0.4444444444444445,0.625,1.0,0.3333333333333333,0.15136055482758426,0.6666666666666666
ds007406,epochwise,eegnet,0,sub-006,0.5363963650862376,6,0,0.0,0.0,0.5,0.8055555555555556,0.7777777777777779,0.4857142857142857,0.3333333333333333,0.6666666666666666,0.0176607699857817,0.5
ds007406,epochwise,eegnet,0,sub-007,0.5363963650862376,6,0,0.0,0.0,0.5,0.4777777777777778,0.33333333333333337,0.3333333333333333,0.0,1.0,0.3411679600158499,0.5
ds007406,epochwise,eegnet,0,sub-008,0.4996370147864024,6,0,-0.4472135954999579,-0.33333333333333326,0.3333333333333333,0.5,0.33333333333333337,0.25,0.6666666666666666,0.0,0.17624732785754726,0.3333333333333333
ds007406,epochwise,eegnet,0,sub-009,0.5363963650862376,6,0,0.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.0,1.0,0.3129534110633863,0.5
ds007406,epochwise,eegnet,0,sub-010,0.5363963650862376,6,0,0.0,0.0,0.5,0.5,0.33333333333333337,0.3333333333333333,0.0,1.0,0.17529300401608144,0.5
