dataset,protocol,model,seed,n_trials,n_subjects,mcc,kappa,balanced_accuracy,pr_auc,roc_auc,macro_f1,sensitivity,specificity,ece,accuracy
neuma,subjectwise,logreg,0,4708,42,0.028185795137871544,0.02458639487050751,0.5160855951589092,0.27003068715953593,0.5211716607991693,0.48114562478362444,0.5283018867924528,0.5038693035253654,0.24489911983007645,0.510195412064571
neuma,subjectwise,logreg,1,4708,42,0.0405449406888108,0.03393605008207856,0.5230493539874881,0.28093632410675506,0.5341515147453935,0.4760770649117253,0.5783429040196882,0.46775580395528804,0.2457313805203908,0.4963891248937978
neuma,subjectwise,logreg,2,4708,42,0.02996327718563813,0.027150924506021412,0.5170533618960893,0.2828403523484829,0.5321970538603571,0.49165335071888516,0.48810500410172275,0.5460017196904557,0.23799497150169927,0.5310110450297366
neuma,subjectwise,logreg,3,4708,42,0.021123717020706007,0.018825410483225946,0.5120477083608133,0.2731864060835435,0.5238173836393343,0.4833010817278915,0.4995898277276456,0.524505588993981,0.23703488183729823,0.5180543755310111
neuma,subjectwise,logreg,4,4708,42,0.04939429686715254,0.041794002184816326,0.5281243688413909,0.2794329879582978,0.533081469453628,0.48296870354460386,0.5758818703855619,0.48036686729721984,0.24037381420773152,0.5050977060322854
neuma,subjectwise,svm_rbf,0,4708,42,-0.006779919530401124,-0.0067272760351413385,0.49682666089204297,0.26491337117290137,0.4916603007083554,0.4952228499450795,0.20918785890073832,0.7844654628833476,0.005210328935730365,0.6355140186915887
neuma,subjectwise,svm_rbf,1,4708,42,-0.02543782058942676,-0.025391699167003567,0.4869246860694963,0.24148659677074788,0.46605986093408297,0.4869368242490705,0.26333059885151766,0.7105187732874749,0.002093563935391707,0.594732370433305
neuma,subjectwise,svm_rbf,2,4708,42,0.0029857023816006697,0.002705953096812874,0.5016992347448008,0.24572117554883763,0.4789196845306155,0.47892394327980037,0.46513535684987695,0.5382631126397248,0.004315146878612031,0.5193288020390824
neuma,subjectwise,svm_rbf,3,4708,42,0.023463051271250177,0.02272730565211789,0.5129102575044833,0.2504646576758627,0.48495741097474754,0.5046982157856358,0.3863822805578343,0.6394382344511321,0.005694977382388361,0.5739167374681393
neuma,subjectwise,svm_rbf,4,4708,42,0.011851918135782282,0.00882330057956815,0.5065060916871988,0.25012645896096924,0.4806948640412349,0.4328715464562579,0.6464315012305168,0.3665806821438808,0.005532393176452261,0.4390399320305862
restaurant_logo,epochwise,deepconvnet,0,440,15,0.02593617996254929,0.025629496402877705,0.5135714285714286,0.6828534913345781,0.5145714285714286,0.5101690222028832,0.62,0.40714285714285714,0.2038697461766953,0.5522727272727272
restaurant_logo,epochwise,deepconvnet,1,440,15,0.016913161031156542,0.016183986371379855,0.509047619047619,0.677745882433889,0.5128333333333334,0.4978151698949977,0.5466666666666666,0.4714285714285714,0.1358029136208422,0.5227272727272727
restaurant_logo,epochwise,deepconvnet,2,440,15,0.05011659539417974,0.049202127659574435,0.5264285714285715,0.6807863956193688,0.5190238095238096,0.5205605753273096,0.61,0.44285714285714284,0.1634277745178252,0.5568181818181818
restaurant_logo,epochwise,deepconvnet,3,440,15,0.08231043310884363,0.078656462585034,0.5440476190476191,0.7031884585753906,0.5299047619047619,0.5294015451352129,0.5666666666666667,0.5214285714285715,0.13000620705160226,0.5522727272727272
restaurant_logo,epochwise,deepconvnet,4,440,15,-0.03903600291794133,-0.036363636363636376,0.47904761904761906,0.6792161818329547,0.47245238095238096,0.4641025641025641,0.4866666666666667,0.4714285714285714,0.16177819732463716,0.4818181818181818
restaurant_logo,epochwise,eegnet,0,440,15,-0.0013479402781331159,-0.0011718749999998224,0.49928571428571433,0.6935129598906689,0.5258095238095238,0.46485710557223026,0.42,0.5785714285714286,0.1813405838653897,0.47045454545454546
restaurant_logo,epochwise,eegnet,1,440,15,0.014806016413317299,0.014423076923076872,0.5078571428571428,0.6738069413494682,0.5109047619047619,0.5011917204461624,0.58,0.4357142857142857,0.17516043364761785,0.5340909090909091
restaurant_logo,epochwise,eegnet,2,440,15,0.035609088767913626,0.03526220614828213,0.5185714285714286,0.7113100700957544,0.5405952380952381,0.5154845154845155,0.63,0.40714285714285714,0.17734886008300682,0.5590909090909091
restaurant_logo,epochwise,eegnet,3,440,15,0.07968190728895957,0.07843137254901966,0.5419047619047619,0.705991094424709,0.5245714285714285,0.5358649789029536,0.6266666666666667,0.45714285714285713,0.19127818005103056,0.5727272727272728
restaurant_logo,epochwise,eegnet,4,440,15,-0.03855513472454057,-0.038535645472061786,0.48095238095238096,0.6608477217402411,0.4630952380952381,0.4806195948061959,0.6833333333333333,0.2785714285714286,0.17276247388711485,0.5545454545454546
restaurant_logo,epochwise,logreg,0,440,15,0.24551234982256323,0.23429541595925296,0.6314285714285715,0.8179815137245406,0.672452380952381,0.6086428323498785,0.62,0.6428571428571429,0.13921796915454543,0.6272727272727273
restaurant_logo,epochwise,logreg,1,440,15,0.24611577737865573,0.22447325769854132,0.631904761904762,0.8264977596053495,0.6642142857142856,0.5948691897383795,0.5566666666666666,0.7071428571428572,0.13868168914772727,0.6045454545454545
